mac_cliente,mac_ap,banda,antena,rssi,date,time
116.186.219.94.166.108,0.66.104.213.240.0,0,0,-99,2018-02-02,19:05
116.186.219.94.166.108,0.66.104.213.240.0,0,1,-99,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.106.167.16,0,0,-94,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.106.167.16,0,1,-93,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.125.172.128,0,0,-99,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.125.172.128,0,1,-96,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.127.67.64,0,0,-97,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.127.67.64,0,1,-97,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.127.103.160,0,0,-69,2018-02-02,19:05
116.186.219.94.166.108,44.208.45.127.103.160,0,1,-79,2018-02-02,19:05
0.135.1.131.156.175,0.66.104.213.240.0,0,0,-97,2018-02-20,19:05
0.135.1.131.156.175,0.66.104.213.240.0,0,1,-99,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.106.167.16,0,0,-96,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.106.167.16,0,1,-96,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.125.172.128,0,0,-97,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.125.172.128,0,1,-98,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.127.67.64,0,0,-88,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.127.67.64,0,1,-91,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.127.103.160,0,0,-97,2018-02-20,19:05
0.135.1.131.156.175,44.208.45.127.103.160,0,1,-97,2018-02-20,19:05
176.69.25.75.206.26,0.66.104.213.240.0,0,0,-95,2018-02-23,15:05
176.69.25.75.206.26,0.66.104.213.240.0,0,1,-96,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.106.167.16,0,0,-96,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.106.167.16,0,1,-92,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.125.172.128,0,0,-97,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.125.172.128,0,1,-98,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.127.67.64,0,0,-98,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.127.67.64,0,1,-96,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.127.103.160,0,0,-70,2018-02-23,15:05
176.69.25.75.206.26,44.208.45.127.103.160,0,1,-73,2018-02-23,15:05
8.212.12.130.83.142,44.208.45.106.167.16,0,0,-78,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.106.167.16,0,1,-78,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.125.172.128,0,0,-93,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.125.172.128,0,1,-83,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.127.103.160,0,0,-55,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.127.103.160,0,1,-58,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.127.103.160,1,0,-72,2018-02-28,11:05
8.212.12.130.83.142,44.208.45.127.103.160,1,1,-75,2018-02-28,11:05
40.39.191.157.33.63,0.66.104.213.240.0,0,0,-97,2018-02-28,11:05
40.39.191.157.33.63,0.66.104.213.240.0,0,1,-95,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.106.167.16,0,0,-89,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.106.167.16,0,1,-69,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.125.172.128,0,0,-85,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.125.172.128,0,1,-88,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.127.67.64,0,0,-98,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.127.67.64,0,1,-96,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.127.103.160,0,0,-47,2018-02-28,11:05
40.39.191.157.33.63,44.208.45.127.103.160,0,1,-61,2018-02-28,11:05
